ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Date and Time,Observer,Other - Observer,SIte,Other - SIte,Ceylon Grid ID,Other - Ceylon Grid ID,Burrow ID Number,Type of Burrow,Other - Type of Burrow,Burrow Width (cm),Does this burrow have a gopher frog record?,Did you see a gopher frog?,Did you see a tortoise?,Did you set a trap?,Should this burrow be scoped again?,Burrow Notes ,Did you add the burrow to the scoping Avenza Layer?,Notes ,Could you scope to the end of the burrow?,Has this been scoped previously this season? ,x,y
494,6583dc26-e7e3-4670-9355-1632002227ba,08/24/2024 13:18:54.585,ek30648_USG,08/24/2024 13:18:54.585,ek30648_USG,08/23/2024 23:12:45.901,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx013,Tortoise Burrow,,35,No,No,No,No,Yes,,Yes,,Yes,No,-84.46459343,31.31802725
495,d2072b9b-b95f-474b-aa41-a66489c1a1cd,08/24/2024 13:18:55.280,ek30648_USG,08/24/2024 13:18:55.280,ek30648_USG,08/23/2024 23:22:43.243,"Jade_Samples,Eva_Kerr",,Jones Center,,,,Hpx014,Tortoise Burrow,,35,No,No,Yes,No,Yes,,Yes,,Yes,No,-84.46101548,31.31397465
496,530d375b-23c1-45f5-ac5b-cc1eb5c83883,08/24/2024 13:18:56.023,ek30648_USG,08/24/2024 13:18:56.023,ek30648_USG,08/24/2024 01:33:47.626,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx29,Tortoise Burrow,,35,No,No,No,No,Yes,Toad ,Yes,,Yes,No,-84.46318824,31.3100556
497,5397d542-e3ec-4cb8-9e5f-3221e7f1d90a,08/24/2024 13:18:56.522,ek30648_USG,08/24/2024 13:18:56.522,ek30648_USG,08/24/2024 01:37:20.509,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx030,Tortoise Burrow,,25,No,No,Yes,No,Yes,Toad ,Yes,,Yes,No,-84.46304643,31.30950762
498,225f2954-b32f-4ea0-9fd5-ef21c9bfd1f9,08/24/2024 13:18:57.030,ek30648_USG,08/24/2024 13:18:57.030,ek30648_USG,8/24/24 1:41,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx031,Tortoise Burrow,,35,No,No,Yes,No,Yes,,Yes,,Yes,No,-84.46440582,31.30911159
499,23a4cf28-0ae5-439d-84fd-5af63514887e,08/24/2024 13:18:57.441,ek30648_USG,08/24/2024 13:18:57.441,ek30648_USG,08/24/2024 01:47:00.096,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx032,Tortoise Burrow,,45,No,No,Yes,No,Yes,,Yes,,Yes,No,-84.46493449,31.30911776
500,3719db64-36c7-4bec-94d1-032b8744f836,08/24/2024 13:18:58.043,ek30648_USG,08/24/2024 13:18:58.043,ek30648_USG,08/24/2024 01:50:48.780,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx033,Tortoise Burrow,,20,No,No,No,No,Yes,,Yes,,Yes,No,-84.4659483,31.309137
501,46b2c200-437b-4592-8bce-a668ae7650f3,08/24/2024 13:18:58.708,ek30648_USG,08/24/2024 13:18:58.708,ek30648_USG,08/24/2024 01:58:18.684,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx035,Tortoise Burrow,,25,No,No,No,No,Yes,Toad ,Yes,,Yes,No,-84.46744016,31.30915573
502,6cc553ea-0eda-4bf7-8c45-642dd58ee5ec,08/24/2024 13:18:59.282,ek30648_USG,08/24/2024 13:18:59.282,ek30648_USG,08/24/2024 02:07:38.626,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx036,Tortoise Burrow,,30,No,No,No,No,Yes,,Yes,,No,No,-84.46790557,31.31196341
503,126e682a-f8a3-4cb3-8181-27192d9d51ce,08/24/2024 13:18:59.981,ek30648_USG,08/24/2024 13:18:59.981,ek30648_USG,08/24/2024 02:14:42.307,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx037,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,Toad ,Yes,No,-84.46746871,31.3133263
504,fd602871-11ec-4f2f-bd7f-b5cc530f55bd,08/24/2024 13:19:00.557,ek30648_USG,08/24/2024 13:19:00.557,ek30648_USG,08/24/2024 02:19:34.211,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx038,Tortoise Burrow,,28,No,No,No,No,Yes,Toad! Jumpscare,Yes,Not on avenza,Yes,No,-84.46711867,31.31398549
505,51a16346-167a-4ae2-837c-5755a112602d,08/24/2024 13:19:01.158,ek30648_USG,08/24/2024 13:19:01.158,ek30648_USG,08/24/2024 02:28:43.362,"Eva_Kerr,Jade_Samples",,Jones Center,,,,Hpx039,Tortoise Burrow,,25,No,No,No,No,Yes,Too long for scope ,Yes,,No,No,-84.46576829,31.31740417
506,edf938f9-e2e6-45c3-a4b0-55a604436f4a,08/27/2024 15:24:02.150,jas16028_USG,08/27/2024 15:24:02.150,jas16028_USG,08/23/2024 22:12:39.974,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX002,Tortoise Burrow,,42,No,No,Yes,No,Yes,Saw one to ride and 7 adult toads. Burrow forks and has two tunnels ,Yes,Not on avenza,Yes,No,-84.46181732,31.31652312
507,265b9616-5e9d-4bd6-949a-d61d9141e806,08/27/2024 15:24:03.361,jas16028_USG,08/27/2024 15:24:03.361,jas16028_USG,08/23/2024 22:14:30.826,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX001,Tortoise Burrow,,36,Yes,Yes,Yes,Yes,Yes,Set trap,Yes,,Yes,No,-84.4619889,31.31648195
508,bf22183e-1cb0-49f2-a78e-b3e126462dc0,08/27/2024 15:24:04.089,jas16028_USG,08/27/2024 15:24:04.089,jas16028_USG,08/23/2024 22:27:49.735,Jade_Samples,,other,,,,HPX003,Tortoise Burrow,,30,No,No,No,No,Yes,Saw a toad,Yes,Not on avenza,Yes,No,-84.46328297,31.31738075
509,ce797f98-4c6a-49dc-bb85-04832ba9d0f2,08/27/2024 15:24:04.707,jas16028_USG,08/27/2024 15:24:04.707,jas16028_USG,08/23/2024 22:30:44.713,Jade_Samples,,Jones Center,,,,HPX004,Tortoise Burrow,,28,No,No,No,No,Yes,Burrow pancakes in the back. Inactive ,Yes,Not on avenza,Yes,No,-84.46335966,31.3174177
510,02064318-6c6a-44aa-b530-9cff442ebec0,08/27/2024 15:24:05.417,jas16028_USG,08/27/2024 15:24:05.417,jas16028_USG,08/23/2024 22:36:44.248,Jade_Samples,,Jones Center,,,,HPX005,Tortoise Burrow,,20,No,No,Yes,No,Yes,,Yes,Not on avenza ,Yes,No,-84.46395262,31.31773836
511,35ceb4c0-86a3-48c8-87ae-436fafd34ac4,08/27/2024 15:24:05.990,jas16028_USG,08/27/2024 15:24:05.990,jas16028_USG,08/23/2024 22:51:52.093,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX008,Tortoise Burrow,,34,No,No,Yes,No,Yes,,Yes,Not on avenza,Yes,No,-84.46144658,31.31570047
512,3d1985ef-763b-49e2-bea6-811c512594fd,08/27/2024 15:24:06.675,jas16028_USG,08/27/2024 15:24:06.675,jas16028_USG,08/23/2024 23:02:52.650,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX011,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,Not on avenza,Yes,No,-84.46133299,31.31510995
513,bf7e1c52-57d2-4435-a39b-53213e80d1c5,08/27/2024 15:24:07.275,jas16028_USG,08/27/2024 15:24:07.275,jas16028_USG,08/23/2024 23:26:37.646,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX015,Tortoise Burrow,,30,No,No,No,No,Yes,Toad,Yes,No avenza,Yes,No,-84.46102852,31.31367795
514,6fa2e48e-5b6c-4c28-9fa5-93ee5510f53f,08/27/2024 15:24:08.001,jas16028_USG,08/27/2024 15:24:08.001,jas16028_USG,08/23/2024 23:30:46.252,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX016,Tortoise Burrow,,25,No,No,No,No,Yes,Toad,Yes,Not on avenza,Yes,No,-84.46232036,31.31256617
515,2b7a54ba-53cf-4f04-8d7a-4e5461dedf0e,08/27/2024 15:24:17.935,jas16028_USG,08/27/2024 15:24:17.935,jas16028_USG,08/23/2024 23:39:00.010,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX017,Tortoise Burrow,,25,No,Yes,No,Yes,Yes,,Yes,Not on avenza,Yes,No,-84.46219915,31.31268198
516,bc8af9a1-c242-44b4-b033-f78a4aa95d80,08/27/2024 15:24:19.194,jas16028_USG,08/27/2024 15:24:19.194,jas16028_USG,08/23/2024 23:50:07.558,Jade_Samples,,Jones Center,,,,HPX018,Tortoise Burrow,,35,No,No,No,No,Yes,,Yes,Not on avenza,Yes,No,-84.46213501,31.31291193
517,41ce6ce0-8d14-443a-8d72-395cd3f7b77b,08/27/2024 15:24:19.833,jas16028_USG,08/27/2024 15:24:19.833,jas16028_USG,08/23/2024 23:53:59.789,Jade_Samples,,Jones Center,,,,HPX019,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,Not on avenza,Yes,No,-84.4623564,31.31332544
518,67e5f4a9-9f2d-432d-b248-9bab027c2666,08/27/2024 15:24:20.391,jas16028_USG,08/27/2024 15:24:20.391,jas16028_USG,08/24/2024 00:05:11.930,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX020,Tortoise Burrow,,40,No,No,Yes,Yes,Yes,Didn’t see RACAP but liked burrow. Saw a toad. ,Yes,Not on avenza,Yes,No,-84.46347886,31.31111424
519,7780e5eb-eb8d-4a70-9c38-dfa819274d01,08/27/2024 15:24:21.113,jas16028_USG,08/27/2024 15:24:21.113,jas16028_USG,08/24/2024 00:15:05.274,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX021,Tortoise Burrow,,30,No,No,No,No,Yes,,Yes,Not on avenza ,Yes,No,-84.46360132,31.31144366
520,e9b76dd9-cee8-466e-bd1e-0ded41cc001d,08/27/2024 15:24:21.716,jas16028_USG,08/27/2024 15:24:21.716,jas16028_USG,08/24/2024 00:20:48.626,Jade_Samples,,Jones Center,,,,HPX022,Tortoise Burrow,,35,No,Yes,No,Yes,Yes,At least two metamorphs in there. Didn’t get to back because I didn’t want to push them farther. ,Yes,Not on avenza,No,No,-84.46373901,31.31154983
521,6d478c87-5437-4fe0-8334-84980a12cb3d,08/27/2024 15:24:22.277,jas16028_USG,08/27/2024 15:24:22.277,jas16028_USG,08/24/2024 00:45:35.057,Jade_Samples,,Jones Center,,,,HPX023,Tortoise Burrow,,30,No,No,Yes,No,Yes,,Yes,Not on avenza,Yes,No,-84.46400688,31.31172143
522,82a6c156-feed-43b6-8e16-b7759f040a6f,08/27/2024 15:24:23.097,jas16028_USG,08/27/2024 15:24:23.097,jas16028_USG,08/24/2024 00:48:06.331,Jade_Samples,,Jones Center,,,,HPX024,Tortoise Burrow,,18,No,No,No,No,Yes,,Yes,Not on avenza,Yes,No,-84.4640509,31.31173992
523,706b0d11-68be-4e4b-bd8f-453c14d270b8,08/27/2024 15:24:23.652,jas16028_USG,08/27/2024 15:24:23.652,jas16028_USG,08/24/2024 00:50:53.188,Jade_Samples,,Jones Center,,,,HPX025,Tortoise Burrow,,30,No,No,No,No,Yes,Abandoned ,Yes,Not on avenza,No,No,-84.46408802,31.31176673
524,b526d12e-87fb-49b4-b551-396677096b62,08/27/2024 15:24:24.305,jas16028_USG,08/27/2024 15:24:24.305,jas16028_USG,08/24/2024 00:56:47.446,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX026,Tortoise Burrow,,40,No,Yes,No,Yes,Yes,Teeny metamorph was sitting on skirt and jumped down burrow ,Yes,Not on avenza ,No,No,-84.46371142,31.31108997
525,e39a5479-30b1-41ec-b8eb-ea4575442606,08/27/2024 15:24:24.859,jas16028_USG,08/27/2024 15:24:24.859,jas16028_USG,08/24/2024 01:10:44.923,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX027,Tortoise Burrow,,30,No,No,No,No,Yes,,Yes,Not on avenza,Yes,No,-84.4639658,31.31115644
526,1b915cf1-ef48-4914-9683-17cd3cd6cfe6,08/27/2024 15:24:25.568,jas16028_USG,08/27/2024 15:24:25.568,jas16028_USG,08/24/2024 01:55:35.036,"Jade_Samples,Eva_Kerr",,Jones Center,,,,HPX034,Tortoise Burrow,,30,No,No,No,No,Yes,,Yes,Not on avenza ,Yes,No,-84.46639194,31.30912445
527,7ac4b88c-9f25-4219-ae10-fb1cd2001086,09/08/2024 03:11:46.311,ecm95540_USG,09/08/2024 03:11:46.311,ecm95540_USG,9/7/24 14:05,other,Paul and Erin,Ceylon WMA,,F8,,F815,Tortoise Burrow,,17,No,No,No,No,Yes,,Yes,"Dont have avenza plus, can’t add ",No,No,-81.61815498,30.94410071
528,667f5262-2288-47fe-954d-15dbbc65f4c6,09/08/2024 03:11:47.736,ecm95540_USG,09/08/2024 03:11:47.736,ecm95540_USG,09/07/2024 14:19:55.297,other,Paul and Erin,Ceylon WMA,,F8,,F80017,Tortoise Burrow,,14,No,No,No,No,Yes,,Yes,"Paul and Erin do not have Avenza plus, could not add ",No,No,-81.61770885,30.94396988
529,a544a59c-3631-4f7e-9374-c8f912693f1a,09/08/2024 03:11:48.520,ecm95540_USG,09/08/2024 03:11:48.520,ecm95540_USG,9/7/24 14:34,other,Erin and Paul,Ceylon WMA,,F8,,F80018,Tortoise Burrow,,28,No,No,No,No,Yes,,Yes,"Paul and Erin, no Avenza ",Yes,No,-81.61790279,30.94368015
530,b377f145-cf86-4eb2-bd7d-6231e9d579f3,09/08/2024 03:11:49.515,ecm95540_USG,09/08/2024 03:11:49.515,ecm95540_USG,09/07/2024 14:50:51.684,other,Paul and Erin,Ceylon WMA,,F8,,F80020,Tortoise Burrow,,10,No,No,No,No,Yes,,Yes,"Erin and Paul, no Avenza
",Yes,No,-81.61832835,30.94379028
531,51393d16-e72b-4b0b-a9b0-bb3f6dae453f,09/08/2024 03:11:50.119,ecm95540_USG,09/08/2024 03:11:50.119,ecm95540_USG,09/07/2024 15:11:42.910,other,Paul and Erin,Ceylon WMA,,F8,,F80022,Tortoise Burrow,,29,No,No,Yes,No,Yes,,Yes,"Erin and Paul, no Avenza ",Yes,No,-81.61892676,30.94384266
532,fe419e8b-1645-448e-a46d-4b9a003bc719,09/08/2024 03:11:50.880,ecm95540_USG,09/08/2024 03:11:50.880,ecm95540_USG,09/07/2024 15:43:22.823,other,Paul and Erin,Ceylon WMA,,F8,,F8002a,Tortoise Burrow,,12,No,No,No,No,Yes,,Yes,,Yes,Yes,-81.61858763,30.94412244
533,837af347-1f89-47f6-8fee-0edc4aa6b7b1,09/08/2024 03:11:51.919,ecm95540_USG,09/08/2024 03:11:51.919,ecm95540_USG,9/7/24 16:05,other,Erin and Paul,Ceylon WMA,,F8,,F80026,Tortoise Burrow,,22,No,No,No,No,Yes,,Yes,"Paul and Erin,  no Avenza ",Yes,No,-81.61775913,30.9439762
534,2c2c3228-55f5-438d-b21f-6bd04bafc5aa,09/08/2024 03:11:52.654,ecm95540_USG,09/08/2024 03:11:52.654,ecm95540_USG,09/07/2024 16:37:14.614,other,Erin and Paul,Ceylon WMA,,F8,,F80026,Tortoise Burrow,,10,No,No,No,No,Yes,,Yes,"Erin and Paul, no Avenza ",Yes,No,-81.61773117,30.94396727
535,92d033fe-d9dc-4e69-8d1f-a874206fce4e,09/08/2024 03:11:53.418,ecm95540_USG,09/08/2024 03:11:53.418,ecm95540_USG,09/07/2024 16:40:42.425,Eva_Kerr,,Ceylon WMA,,F8,,F80028,Tortoise Burrow,,14,No,No,No,No,Yes,,Yes,"No avenza, erin and Paul ",Yes,No,-81.61773083,30.94395498
536,2d1cc27d-1321-46cd-9248-72a6d76ef156,09/08/2024 03:11:54.285,ecm95540_USG,09/08/2024 03:11:54.285,ecm95540_USG,09/07/2024 16:46:58.636,Eva_Kerr,,Ceylon WMA,,F8,,F80029,Tortoise Burrow,,32,No,No,No,No,Yes,,Yes,"Paul and Erin, no Avenza ",No,No,-81.61771545,30.94417829
537,46c17dd2-f81d-4e66-8bcd-b47fe3b1a1ee,09/08/2024 03:11:54.960,ecm95540_USG,09/08/2024 03:11:54.960,ecm95540_USG,09/07/2024 16:53:49.523,other,Paul and erin,Ceylon WMA,,F8,,F80030,Tortoise Burrow,,8,No,No,No,No,Yes,,Yes,"Paul and Erin, no Avenza ",No,No,-81.61742768,30.94427531
538,a4f66b38-5fc4-451c-9989-6af8b02e2863,09/08/2024 03:11:56.119,ecm95540_USG,09/08/2024 03:11:56.119,ecm95540_USG,09/07/2024 16:57:40.754,Eva_Kerr,,Ceylon WMA,,F8,,F8009,Tortoise Burrow,,29,No,No,Yes,No,Yes,Dead tortoise? ,Yes,,No,Yes,-81.61700373,30.94425958
539,b83b59f7-b3b4-4dd4-88ab-d6ff3f9e0cb2,09/08/2024 03:11:56.856,ecm95540_USG,09/08/2024 03:11:56.856,ecm95540_USG,09/07/2024 17:02:31.670,Eva_Kerr,,Ceylon WMA,,F8,,F8007,Tortoise Burrow,,25,No,No,No,No,Yes,,Yes,,No,Yes,-81.61692567,30.94417044
540,2f57a776-64d7-4f29-82d7-4f259e77f48f,09/08/2024 03:11:57.417,ecm95540_USG,09/08/2024 03:11:57.417,ecm95540_USG,09/07/2024 17:16:09.490,other,Paul,Ceylon WMA,,F8,,F8004,Tortoise Burrow,,33,No,No,No,No,Yes,"Could not scope to end, but saw tortoise tracks ",Yes,,No,Yes,-81.61637846,30.94447821
541,801ae4f5-f392-49c2-af1b-fb956676a0aa,09/08/2024 03:11:58.223,ecm95540_USG,09/08/2024 03:11:58.223,ecm95540_USG,09/07/2024 17:19:56.118,Eva_Kerr,,Ceylon WMA,,F8,,F8004,Tortoise Burrow,,25,No,No,No,No,Yes,,Yes,This one is actually 4,No,No,-81.61635437,30.94432808
542,548903dd-025d-45fb-97bf-2b45be944068,09/08/2024 03:11:58.980,ecm95540_USG,09/08/2024 03:11:58.980,ecm95540_USG,09/07/2024 17:24:16.727,other,Paul,Ceylon WMA,,F8,,F80031,Tortoise Burrow,,7,No,No,No,No,Yes,,Yes,,Yes,No,-81.61632459,30.94424737
543,95825b95-0f7d-4792-a474-2bafc5342b33,09/08/2024 03:11:59.734,ecm95540_USG,09/08/2024 03:11:59.734,ecm95540_USG,09/07/2024 17:35:21.006,other,Paul,Ceylon WMA,,F8,,F8008 ,Tortoise Burrow,,9,No,No,Yes,No,Yes,,Yes,,Yes,Yes,-81.61665338,30.9436175
544,14dcdaa3-8718-4d59-9fe1-929af35bc501,09/08/2024 03:12:00.392,ecm95540_USG,09/08/2024 03:12:00.392,ecm95540_USG,09/07/2024 17:41:38.816,Eva_Kerr,,Ceylon WMA,,F8,,F80032,Tortoise Burrow,,30,No,No,No,No,Yes,Spiders,Yes,,Yes,No,-81.61678964,30.94357866
545,e6b88f35-ccd8-48fb-a9b7-2931ac7e752d,09/08/2024 03:12:01.145,ecm95540_USG,09/08/2024 03:12:01.145,ecm95540_USG,09/07/2024 18:01:09.830,Eva_Kerr,,Ceylon WMA,,F8,,F8002,Tortoise Burrow,,7,No,No,No,No,Yes,,Yes,,Yes,Yes,-81.61857256,30.94413221
546,ba237539-def9-48fd-86c3-139b207d4793,09/08/2024 03:12:02.002,ecm95540_USG,09/08/2024 03:12:02.002,ecm95540_USG,09/07/2024 18:08:46.154,Eva_Kerr,,Ceylon WMA,,F8,,F80035,Tortoise Burrow,,29,No,No,No,No,Yes,,Yes,,Yes,No,-81.6187023,30.94388422
547,fd88580a-a1f1-47b8-b794-0f5d4536ae0a,09/08/2024 03:12:06.222,prh01934_USG,09/08/2024 03:12:06.222,prh01934_USG,09/07/2024 01:33:34.734,Eva_Kerr,,Ceylon WMA,,E6,,E6100,Tortoise Burrow,,30,Yes,Yes,No,Yes,Yes,,Yes,,No,No,-81.62713,30.95463327
548,d28cc957-38dd-48f7-b5b4-348f59974b6e,09/08/2024 03:12:07.116,prh01934_USG,09/08/2024 03:12:07.116,prh01934_USG,09/07/2024 14:16:04.126,other,"Paul H, Erin M",Ceylon WMA,,F8,,F816,Tortoise Burrow,,18,No,No,No,No,Yes,Short ,Yes,Burrow was not added to the Avenza ,Yes,No,-81.61774999,30.943997
549,74d5f7d7-b94c-4158-9148-c73ed30cfdc9,09/08/2024 03:12:07.786,prh01934_USG,09/08/2024 03:12:07.786,prh01934_USG,09/07/2024 14:30:39.545,other,"Paul H, Erin M",Ceylon WMA,,F8,,F818,Tortoise Burrow,,27,No,No,No,No,Yes,Water,Yes,Burrow not added to Avenza ,No,No,-81.61794365,30.94384557
550,c0596a9b-3488-4684-8bfb-1a648598e12b,09/08/2024 03:12:08.430,prh01934_USG,09/08/2024 03:12:08.430,prh01934_USG,09/07/2024 14:43:20.061,other,"Paul H,  Erin M",Ceylon WMA,,F8,,F819. ,Tortoise Burrow,,19,No,No,Yes,No,Yes,,Yes,Not added to Avenza ,No,No,-81.61804888,30.94384741
551,4fe37968-c9cc-4932-8e8e-ec1733dab4e8,09/08/2024 03:12:09.072,prh01934_USG,09/08/2024 03:12:09.072,prh01934_USG,09/07/2024 14:59:25.419,other,"Paul H, Erin M",Ceylon WMA,,F8,,F821  he,Tortoise Burrow,,33,No,No,No,No,No,,Yes,Burrow not added to Avenza ,Yes,No,-81.61850674,30.94380532
552,96912b4c-937f-4f2a-9457-4d3462176390,09/08/2024 03:12:09.746,prh01934_USG,09/08/2024 03:12:09.746,prh01934_USG,9/7/24 15:31,other,"Paul H, Erin M",Ceylon WMA,,F8,,F823,Tortoise Burrow,,27,No,No,No,No,Yes,,Yes,Burrow not added to Avenza ,Yes,No,-81.61880327,30.94400921
553,d5f45c96-8ce5-4329-b8c8-ba7d8d697767,09/08/2024 03:12:10.228,prh01934_USG,09/08/2024 03:12:10.228,prh01934_USG,09/07/2024 15:58:55.976,other,"Erin M, Paul H",Ceylon WMA,,F8,,F825,Tortoise Burrow,,17,No,No,No,No,Yes,Short burrow,Yes,Burrow not added to Avenza ,Yes,No,-81.61815434,30.9441321
554,e5898fb2-9e11-495e-bfc0-874d57c4118f,09/08/2024 03:12:20.378,ecm95540_USG,09/08/2024 03:12:20.378,ecm95540_USG,9/7/24 18:13,Eva_Kerr,,Ceylon WMA,,F8,,F80036,Tortoise Burrow,,7,No,No,No,No,Yes,,Yes,,Yes,No,-81.61867894,30.94397179
555,a26b9c2c-c5ed-4f64-af05-210f23b6d736,09/23/2024 16:41:27.295,ek30648_USG,09/23/2024 16:41:27.295,ek30648_USG,09/06/2024 22:58:23.644,"Eva_Kerr,other",Paul,Ceylon WMA,,E6,,E6010,Tortoise Burrow,,32,No,Yes,No,Yes,Yes,,Yes,,No,Yes,-81.62886447,30.95427931
556,8c0bafc6-03f2-40ae-a0c4-2a29c6683d12,09/23/2024 16:41:28.367,ek30648_USG,09/23/2024 16:41:28.367,ek30648_USG,09/06/2024 23:18:38.793,"Eva_Kerr,other",Paul,Ceylon WMA,,E6,,E6078,Tortoise Burrow,,31,No,Yes,No,Yes,Yes,,Yes,GOPJER ,No,Yes,-81.627978,30.95420647
557,e70c7c38-9cec-4692-a30b-81935678b2d2,09/23/2024 16:41:29.060,ek30648_USG,09/23/2024 16:41:29.060,ek30648_USG,09/06/2024 23:29:58.831,"Eva_Kerr,other",Paul and Erin and Briana ,Ceylon WMA,,E6,,E6022,Tortoise Burrow,,28,No,Yes,No,Yes,Yes,GOOHER,Yes,,No,Yes,-81.62719029,30.95374049
558,4646a9c6-c5e2-44ec-b695-1dd2f61126e3,09/23/2024 16:41:29.832,ek30648_USG,09/23/2024 16:41:29.832,ek30648_USG,09/06/2024 23:39:46.125,"Eva_Kerr,other",Paul,Ceylon WMA,,E6,,E6083,Tortoise Burrow,,34,No,Yes,No,Yes,Yes,,Yes,,No,Yes,-81.62641868,30.95424377
559,293f26c2-a81e-4c80-82d5-d21006b05ee0,09/23/2024 16:41:30.442,ek30648_USG,09/23/2024 16:41:30.442,ek30648_USG,09/07/2024 17:45:46.941,"Eva_Kerr,other",Paul  and Erin ,Ceylon WMA,,F8,,F8033,Tortoise Burrow,,32,No,No,Yes,No,Yes,,Yes,,Yes,No,-81.61693584,30.94368061
560,aef09c06-3c7f-486d-8fe4-5467d6eae169,09/23/2024 16:41:31.016,ek30648_USG,09/23/2024 16:41:31.016,ek30648_USG,09/07/2024 17:51:46.397,"Eva_Kerr,other",Paul and erin,Ceylon WMA,,F8,,F8036,Tortoise Burrow,,33,No,No,No,No,Yes,Wet,Yes,,No,No,-81.61747588,30.94395336
561,887f4377-c08c-46e0-9963-ec182b2864b9,09/23/2024 16:41:31.635,ek30648_USG,09/23/2024 16:41:31.635,ek30648_USG,09/07/2024 18:18:01.343,"Eva_Kerr,other",Paul and erin,Ceylon WMA,,F8,,F8036,Tortoise Burrow,,30,No,No,No,No,Yes,,Yes,,Yes,No,-81.61873528,30.94399451
562,09593323-23cd-4e88-8af0-dbac0839a051,12/10/2024 20:25:01.842,jas16028_USG,12/10/2024 20:25:01.842,jas16028_USG,10/04/2024 21:56:45.743,"Jade_Samples,other",Brelynne and Erin ,Jones Center,,,,Jc w41-1,Tortoise Burrow,,34,No,No,Yes,No,Yes,,Yes,No,Yes,No,-84.53061934,31.25861168
563,326c9b48-fa7c-4d91-99e4-3d29d271f2a8,12/10/2024 20:25:03.091,jas16028_USG,12/10/2024 20:25:03.091,jas16028_USG,10/04/2024 22:19:06.231,"Jade_Samples,other",Brelynne,Jones Center,,,,Jc w41-3,Tortoise Burrow,,32,No,No,No,No,Yes,,Yes,No ,Yes,No,-84.5327181,31.26096424
564,f89154d1-c3cf-4ed8-89c3-059cadacda85,12/10/2024 20:25:04.166,jas16028_USG,12/10/2024 20:25:04.166,jas16028_USG,10/04/2024 22:42:50.079,"Jade_Samples,other",Erin ,Jones Center,,,,Jc w41-5,Armadillo Burrow,,20,No,No,No,No,No,,Yes,No,Yes,No,-84.53013344,31.26193028
565,b5457cb5-0271-4963-9f04-733d61f2dab6,03/23/2025 11:23:32.307,ecm95540_USG,03/23/2025 11:23:32.307,ecm95540_USG,10/04/2024 22:06:50.580,Jade_Samples,,Jones Center,,,,JCW41- 2,Tortoise Burrow,,28,No,No,No,No,Yes,,Yes,,Yes,No,-84.53149112,31.2593177
566,34659b8e-269b-46a2-9544-3eb25241fcd3,03/23/2025 11:23:34.902,ecm95540_USG,03/23/2025 11:23:34.902,ecm95540_USG,10/04/2024 22:39:10.499,Jade_Samples,,Jones Center,,,,JCW41-4,Tortoise Burrow,,18,No,No,No,No,Yes,Sharp curve. Couldn’t get to end ,Yes,,No,No,-84.53046199,31.26200236
